Causas (lista reducida);Sexo;Nacionalidad;Total
061 Otras enfermedades de los vasos sanguíneos;Ambos sexos;Argentina;5
061 Otras enfermedades de los vasos sanguíneos;Ambos sexos;Bolivia;1
061 Otras enfermedades de los vasos sanguíneos;Ambos sexos;Brasil;0
061 Otras enfermedades de los vasos sanguíneos;Ambos sexos;Colombia;1
061 Otras enfermedades de los vasos sanguíneos;Ambos sexos;Cuba;0
061 Otras enfermedades de los vasos sanguíneos;Ambos sexos;Ecuador;0
061 Otras enfermedades de los vasos sanguíneos;Ambos sexos;Estados Unidos de América;5
061 Otras enfermedades de los vasos sanguíneos;Ambos sexos;Perú;2
061 Otras enfermedades de los vasos sanguíneos;Ambos sexos;Uruguay;2
061 Otras enfermedades de los vasos sanguíneos;Ambos sexos;Resto de AMÉRICA;5
061 Otras enfermedades de los vasos sanguíneos;Ambos sexos;PAÍSES DE ASIA;5
061 Otras enfermedades de los vasos sanguíneos;Ambos sexos;China;2
061 Otras enfermedades de los vasos sanguíneos;Ambos sexos;Resto de ASIA;3
061 Otras enfermedades de los vasos sanguíneos;Ambos sexos;Resto de PAÍSES;1
061 Otras enfermedades de los vasos sanguíneos;Ambos sexos;No consta;0
061 Otras enfermedades de los vasos sanguíneos;Hombres;Total de defunciones;2.739
061 Otras enfermedades de los vasos sanguíneos;Hombres;PAÍSES DE EUROPA;2.714
061 Otras enfermedades de los vasos sanguíneos;Hombres;Países de la UE-27;2.704
061 Otras enfermedades de los vasos sanguíneos;Hombres;Alemania;24
061 Otras enfermedades de los vasos sanguíneos;Hombres;Austria;0
061 Otras enfermedades de los vasos sanguíneos;Hombres;Bélgica;5
061 Otras enfermedades de los vasos sanguíneos;Hombres;Bulgaría;1
061 Otras enfermedades de los vasos sanguíneos;Hombres;Dinamarca;1
061 Otras enfermedades de los vasos sanguíneos;Hombres;España;2.584
061 Otras enfermedades de los vasos sanguíneos;Hombres;Finlandia;4
061 Otras enfermedades de los vasos sanguíneos;Hombres;Francia;11
061 Otras enfermedades de los vasos sanguíneos;Hombres;Irlanda;1
061 Otras enfermedades de los vasos sanguíneos;Hombres;Italia;12
061 Otras enfermedades de los vasos sanguíneos;Hombres;Países Bajos;5
061 Otras enfermedades de los vasos sanguíneos;Hombres;Polonia;0
061 Otras enfermedades de los vasos sanguíneos;Hombres;Portugal;4
061 Otras enfermedades de los vasos sanguíneos;Hombres;Reino Unido;45
061 Otras enfermedades de los vasos sanguíneos;Hombres;Rumanía;7
061 Otras enfermedades de los vasos sanguíneos;Hombres;Suecia;0
061 Otras enfermedades de los vasos sanguíneos;Hombres;Resto de la UE-27;0
061 Otras enfermedades de los vasos sanguíneos;Hombres;Noruega;1
061 Otras enfermedades de los vasos sanguíneos;Hombres;Rusia;0
061 Otras enfermedades de los vasos sanguíneos;Hombres;Suiza;5
061 Otras enfermedades de los vasos sanguíneos;Hombres;Ucrania;2
061 Otras enfermedades de los vasos sanguíneos;Hombres;Resto de EUROPA;2
061 Otras enfermedades de los vasos sanguíneos;Hombres;PAÍSES DE ÁFRICA;8
061 Otras enfermedades de los vasos sanguíneos;Hombres;Argelia;1
061 Otras enfermedades de los vasos sanguíneos;Hombres;Marruecos;3
061 Otras enfermedades de los vasos sanguíneos;Hombres;Resto de ÁFRICA;4
061 Otras enfermedades de los vasos sanguíneos;Hombres;PAÍSES DE AMÉRICA;13
061 Otras enfermedades de los vasos sanguíneos;Hombres;Argentina;3
061 Otras enfermedades de los vasos sanguíneos;Hombres;Bolivia;1
061 Otras enfermedades de los vasos sanguíneos;Hombres;Brasil;0
061 Otras enfermedades de los vasos sanguíneos;Hombres;Colombia;1
061 Otras enfermedades de los vasos sanguíneos;Hombres;Cuba;0
061 Otras enfermedades de los vasos sanguíneos;Hombres;Ecuador;0
061 Otras enfermedades de los vasos sanguíneos;Hombres;Estados Unidos de América;3
061 Otras enfermedades de los vasos sanguíneos;Hombres;Perú;1
061 Otras enfermedades de los vasos sanguíneos;Hombres;Uruguay;1
061 Otras enfermedades de los vasos sanguíneos;Hombres;Resto de AMÉRICA;3
061 Otras enfermedades de los vasos sanguíneos;Hombres;PAÍSES DE ASIA;3
061 Otras enfermedades de los vasos sanguíneos;Hombres;China;2
061 Otras enfermedades de los vasos sanguíneos;Hombres;Resto de ASIA;1
061 Otras enfermedades de los vasos sanguíneos;Hombres;Resto de PAÍSES;1
061 Otras enfermedades de los vasos sanguíneos;Hombres;No consta;0
061 Otras enfermedades de los vasos sanguíneos;Mujeres;Total de defunciones;1.506
061 Otras enfermedades de los vasos sanguíneos;Mujeres;PAÍSES DE EUROPA;1.493
061 Otras enfermedades de los vasos sanguíneos;Mujeres;Países de la UE-27;1.486
061 Otras enfermedades de los vasos sanguíneos;Mujeres;Alemania;5
061 Otras enfermedades de los vasos sanguíneos;Mujeres;Austria;0
061 Otras enfermedades de los vasos sanguíneos;Mujeres;Bélgica;3
061 Otras enfermedades de los vasos sanguíneos;Mujeres;Bulgaría;1
061 Otras enfermedades de los vasos sanguíneos;Mujeres;Dinamarca;0
061 Otras enfermedades de los vasos sanguíneos;Mujeres;España;1.442
061 Otras enfermedades de los vasos sanguíneos;Mujeres;Finlandia;0
061 Otras enfermedades de los vasos sanguíneos;Mujeres;Francia;3
061 Otras enfermedades de los vasos sanguíneos;Mujeres;Irlanda;1
061 Otras enfermedades de los vasos sanguíneos;Mujeres;Italia;2
061 Otras enfermedades de los vasos sanguíneos;Mujeres;Países Bajos;4
061 Otras enfermedades de los vasos sanguíneos;Mujeres;Polonia;1
061 Otras enfermedades de los vasos sanguíneos;Mujeres;Portugal;0
061 Otras enfermedades de los vasos sanguíneos;Mujeres;Reino Unido;17
061 Otras enfermedades de los vasos sanguíneos;Mujeres;Rumanía;5
061 Otras enfermedades de los vasos sanguíneos;Mujeres;Suecia;2
061 Otras enfermedades de los vasos sanguíneos;Mujeres;Resto de la UE-27;0
061 Otras enfermedades de los vasos sanguíneos;Mujeres;Noruega;1
061 Otras enfermedades de los vasos sanguíneos;Mujeres;Rusia;1
061 Otras enfermedades de los vasos sanguíneos;Mujeres;Suiza;4
061 Otras enfermedades de los vasos sanguíneos;Mujeres;Ucrania;0
061 Otras enfermedades de los vasos sanguíneos;Mujeres;Resto de EUROPA;1
061 Otras enfermedades de los vasos sanguíneos;Mujeres;PAÍSES DE ÁFRICA;3
061 Otras enfermedades de los vasos sanguíneos;Mujeres;Argelia;0
061 Otras enfermedades de los vasos sanguíneos;Mujeres;Marruecos;3
061 Otras enfermedades de los vasos sanguíneos;Mujeres;Resto de ÁFRICA;0
061 Otras enfermedades de los vasos sanguíneos;Mujeres;PAÍSES DE AMÉRICA;8
061 Otras enfermedades de los vasos sanguíneos;Mujeres;Argentina;2
061 Otras enfermedades de los vasos sanguíneos;Mujeres;Bolivia;0
061 Otras enfermedades de los vasos sanguíneos;Mujeres;Brasil;0
061 Otras enfermedades de los vasos sanguíneos;Mujeres;Colombia;0
061 Otras enfermedades de los vasos sanguíneos;Mujeres;Cuba;0
061 Otras enfermedades de los vasos sanguíneos;Mujeres;Ecuador;0
061 Otras enfermedades de los vasos sanguíneos;Mujeres;Estados Unidos de América;2
061 Otras enfermedades de los vasos sanguíneos;Mujeres;Perú;1
061 Otras enfermedades de los vasos sanguíneos;Mujeres;Uruguay;1
061 Otras enfermedades de los vasos sanguíneos;Mujeres;Resto de AMÉRICA;2
061 Otras enfermedades de los vasos sanguíneos;Mujeres;PAÍSES DE ASIA;2
061 Otras enfermedades de los vasos sanguíneos;Mujeres;China;0
061 Otras enfermedades de los vasos sanguíneos;Mujeres;Resto de ASIA;2
061 Otras enfermedades de los vasos sanguíneos;Mujeres;Resto de PAÍSES;0
061 Otras enfermedades de los vasos sanguíneos;Mujeres;No consta;0
062-067 X.Enfermedades del sistema respiratorio;Ambos sexos;Total de defunciones;46.812
062-067 X.Enfermedades del sistema respiratorio;Ambos sexos;PAÍSES DE EUROPA;46.598
062-067 X.Enfermedades del sistema respiratorio;Ambos sexos;Países de la UE-27;46.527
062-067 X.Enfermedades del sistema respiratorio;Ambos sexos;Alemania;141
062-067 X.Enfermedades del sistema respiratorio;Ambos sexos;Austria;11
062-067 X.Enfermedades del sistema respiratorio;Ambos sexos;Bélgica;42
062-067 X.Enfermedades del sistema respiratorio;Ambos sexos;Bulgaría;7
062-067 X.Enfermedades del sistema respiratorio;Ambos sexos;Dinamarca;11
062-067 X.Enfermedades del sistema respiratorio;Ambos sexos;España;45.684
062-067 X.Enfermedades del sistema respiratorio;Ambos sexos;Finlandia;17
062-067 X.Enfermedades del sistema respiratorio;Ambos sexos;Francia;58
062-067 X.Enfermedades del sistema respiratorio;Ambos sexos;Irlanda;10
062-067 X.Enfermedades del sistema respiratorio;Ambos sexos;Italia;55
062-067 X.Enfermedades del sistema respiratorio;Ambos sexos;Países Bajos;34
062-067 X.Enfermedades del sistema respiratorio;Ambos sexos;Polonia;6
062-067 X.Enfermedades del sistema respiratorio;Ambos sexos;Portugal;43
062-067 X.Enfermedades del sistema respiratorio;Ambos sexos;Reino Unido;346
062-067 X.Enfermedades del sistema respiratorio;Ambos sexos;Rumanía;34
062-067 X.Enfermedades del sistema respiratorio;Ambos sexos;Suecia;19
062-067 X.Enfermedades del sistema respiratorio;Ambos sexos;Resto de la UE-27;9
062-067 X.Enfermedades del sistema respiratorio;Ambos sexos;Noruega;18
062-067 X.Enfermedades del sistema respiratorio;Ambos sexos;Rusia;8
062-067 X.Enfermedades del sistema respiratorio;Ambos sexos;Suiza;29
062-067 X.Enfermedades del sistema respiratorio;Ambos sexos;Ucrania;9
062-067 X.Enfermedades del sistema respiratorio;Ambos sexos;Resto de EUROPA;7
062-067 X.Enfermedades del sistema respiratorio;Ambos sexos;PAÍSES DE ÁFRICA;77
062-067 X.Enfermedades del sistema respiratorio;Ambos sexos;Argelia;10
062-067 X.Enfermedades del sistema respiratorio;Ambos sexos;Marruecos;54
062-067 X.Enfermedades del sistema respiratorio;Ambos sexos;Resto de ÁFRICA;13
062-067 X.Enfermedades del sistema respiratorio;Ambos sexos;PAÍSES DE AMÉRICA;115
062-067 X.Enfermedades del sistema respiratorio;Ambos sexos;Argentina;13
062-067 X.Enfermedades del sistema respiratorio;Ambos sexos;Bolivia;2
062-067 X.Enfermedades del sistema respiratorio;Ambos sexos;Brasil;7
062-067 X.Enfermedades del sistema respiratorio;Ambos sexos;Colombia;12
062-067 X.Enfermedades del sistema respiratorio;Ambos sexos;Cuba;4
062-067 X.Enfermedades del sistema respiratorio;Ambos sexos;Ecuador;11
062-067 X.Enfermedades del sistema respiratorio;Ambos sexos;Estados Unidos de América;20
062-067 X.Enfermedades del sistema respiratorio;Ambos sexos;Perú;10
062-067 X.Enfermedades del sistema respiratorio;Ambos sexos;Uruguay;7
062-067 X.Enfermedades del sistema respiratorio;Ambos sexos;Resto de AMÉRICA;29
062-067 X.Enfermedades del sistema respiratorio;Ambos sexos;PAÍSES DE ASIA;21
062-067 X.Enfermedades del sistema respiratorio;Ambos sexos;China;5
062-067 X.Enfermedades del sistema respiratorio;Ambos sexos;Resto de ASIA;16
062-067 X.Enfermedades del sistema respiratorio;Ambos sexos;Resto de PAÍSES;1
062-067 X.Enfermedades del sistema respiratorio;Ambos sexos;No consta;0
062-067 X.Enfermedades del sistema respiratorio;Hombres;Total de defunciones;26.197
062-067 X.Enfermedades del sistema respiratorio;Hombres;PAÍSES DE EUROPA;26.082
062-067 X.Enfermedades del sistema respiratorio;Hombres;Países de la UE-27;26.044
062-067 X.Enfermedades del sistema respiratorio;Hombres;Alemania;72
062-067 X.Enfermedades del sistema respiratorio;Hombres;Austria;7
062-067 X.Enfermedades del sistema respiratorio;Hombres;Bélgica;28
062-067 X.Enfermedades del sistema respiratorio;Hombres;Bulgaría;2
062-067 X.Enfermedades del sistema respiratorio;Hombres;Dinamarca;7
062-067 X.Enfermedades del sistema respiratorio;Hombres;España;25.548
062-067 X.Enfermedades del sistema respiratorio;Hombres;Finlandia;14
062-067 X.Enfermedades del sistema respiratorio;Hombres;Francia;36
062-067 X.Enfermedades del sistema respiratorio;Hombres;Irlanda;5
062-067 X.Enfermedades del sistema respiratorio;Hombres;Italia;31
062-067 X.Enfermedades del sistema respiratorio;Hombres;Países Bajos;15
062-067 X.Enfermedades del sistema respiratorio;Hombres;Polonia;5
062-067 X.Enfermedades del sistema respiratorio;Hombres;Portugal;25
062-067 X.Enfermedades del sistema respiratorio;Hombres;Reino Unido;209
062-067 X.Enfermedades del sistema respiratorio;Hombres;Rumanía;20
062-067 X.Enfermedades del sistema respiratorio;Hombres;Suecia;12
062-067 X.Enfermedades del sistema respiratorio;Hombres;Resto de la UE-27;8
062-067 X.Enfermedades del sistema respiratorio;Hombres;Noruega;11
062-067 X.Enfermedades del sistema respiratorio;Hombres;Rusia;5
062-067 X.Enfermedades del sistema respiratorio;Hombres;Suiza;15
062-067 X.Enfermedades del sistema respiratorio;Hombres;Ucrania;3
062-067 X.Enfermedades del sistema respiratorio;Hombres;Resto de EUROPA;4
062-067 X.Enfermedades del sistema respiratorio;Hombres;PAÍSES DE ÁFRICA;52
062-067 X.Enfermedades del sistema respiratorio;Hombres;Argelia;9
062-067 X.Enfermedades del sistema respiratorio;Hombres;Marruecos;35
062-067 X.Enfermedades del sistema respiratorio;Hombres;Resto de ÁFRICA;8
062-067 X.Enfermedades del sistema respiratorio;Hombres;PAÍSES DE AMÉRICA;51
062-067 X.Enfermedades del sistema respiratorio;Hombres;Argentina;4
062-067 X.Enfermedades del sistema respiratorio;Hombres;Bolivia;0
062-067 X.Enfermedades del sistema respiratorio;Hombres;Brasil;1
062-067 X.Enfermedades del sistema respiratorio;Hombres;Colombia;5
062-067 X.Enfermedades del sistema respiratorio;Hombres;Cuba;2
062-067 X.Enfermedades del sistema respiratorio;Hombres;Ecuador;9
062-067 X.Enfermedades del sistema respiratorio;Hombres;Estados Unidos de América;12
062-067 X.Enfermedades del sistema respiratorio;Hombres;Perú;5
062-067 X.Enfermedades del sistema respiratorio;Hombres;Uruguay;2
062-067 X.Enfermedades del sistema respiratorio;Hombres;Resto de AMÉRICA;11
062-067 X.Enfermedades del sistema respiratorio;Hombres;PAÍSES DE ASIA;12
062-067 X.Enfermedades del sistema respiratorio;Hombres;China;4
062-067 X.Enfermedades del sistema respiratorio;Hombres;Resto de ASIA;8
062-067 X.Enfermedades del sistema respiratorio;Hombres;Resto de PAÍSES;0
062-067 X.Enfermedades del sistema respiratorio;Hombres;No consta;0
062-067 X.Enfermedades del sistema respiratorio;Mujeres;Total de defunciones;20.615
062-067 X.Enfermedades del sistema respiratorio;Mujeres;PAÍSES DE EUROPA;20.516
062-067 X.Enfermedades del sistema respiratorio;Mujeres;Países de la UE-27;20.483
062-067 X.Enfermedades del sistema respiratorio;Mujeres;Alemania;69
062-067 X.Enfermedades del sistema respiratorio;Mujeres;Austria;4
062-067 X.Enfermedades del sistema respiratorio;Mujeres;Bélgica;14
062-067 X.Enfermedades del sistema respiratorio;Mujeres;Bulgaría;5
062-067 X.Enfermedades del sistema respiratorio;Mujeres;Dinamarca;4
062-067 X.Enfermedades del sistema respiratorio;Mujeres;España;20.136
062-067 X.Enfermedades del sistema respiratorio;Mujeres;Finlandia;3
062-067 X.Enfermedades del sistema respiratorio;Mujeres;Francia;22
062-067 X.Enfermedades del sistema respiratorio;Mujeres;Irlanda;5
062-067 X.Enfermedades del sistema respiratorio;Mujeres;Italia;24
062-067 X.Enfermedades del sistema respiratorio;Mujeres;Países Bajos;19
062-067 X.Enfermedades del sistema respiratorio;Mujeres;Polonia;1
062-067 X.Enfermedades del sistema respiratorio;Mujeres;Portugal;18
062-067 X.Enfermedades del sistema respiratorio;Mujeres;Reino Unido;137
062-067 X.Enfermedades del sistema respiratorio;Mujeres;Rumanía;14
062-067 X.Enfermedades del sistema respiratorio;Mujeres;Suecia;7
062-067 X.Enfermedades del sistema respiratorio;Mujeres;Resto de la UE-27;1
062-067 X.Enfermedades del sistema respiratorio;Mujeres;Noruega;7
062-067 X.Enfermedades del sistema respiratorio;Mujeres;Rusia;3
062-067 X.Enfermedades del sistema respiratorio;Mujeres;Suiza;14
062-067 X.Enfermedades del sistema respiratorio;Mujeres;Ucrania;6
062-067 X.Enfermedades del sistema respiratorio;Mujeres;Resto de EUROPA;3
062-067 X.Enfermedades del sistema respiratorio;Mujeres;PAÍSES DE ÁFRICA;25
062-067 X.Enfermedades del sistema respiratorio;Mujeres;Argelia;1
062-067 X.Enfermedades del sistema respiratorio;Mujeres;Marruecos;19
062-067 X.Enfermedades del sistema respiratorio;Mujeres;Resto de ÁFRICA;5
062-067 X.Enfermedades del sistema respiratorio;Mujeres;PAÍSES DE AMÉRICA;64
062-067 X.Enfermedades del sistema respiratorio;Mujeres;Argentina;9
062-067 X.Enfermedades del sistema respiratorio;Mujeres;Bolivia;2
062-067 X.Enfermedades del sistema respiratorio;Mujeres;Brasil;6
062-067 X.Enfermedades del sistema respiratorio;Mujeres;Colombia;7
062-067 X.Enfermedades del sistema respiratorio;Mujeres;Cuba;2
062-067 X.Enfermedades del sistema respiratorio;Mujeres;Ecuador;2
062-067 X.Enfermedades del sistema respiratorio;Mujeres;Estados Unidos de América;8
062-067 X.Enfermedades del sistema respiratorio;Mujeres;Perú;5
062-067 X.Enfermedades del sistema respiratorio;Mujeres;Uruguay;5
062-067 X.Enfermedades del sistema respiratorio;Mujeres;Resto de AMÉRICA;18
062-067 X.Enfermedades del sistema respiratorio;Mujeres;PAÍSES DE ASIA;9
062-067 X.Enfermedades del sistema respiratorio;Mujeres;China;1
062-067 X.Enfermedades del sistema respiratorio;Mujeres;Resto de ASIA;8
062-067 X.Enfermedades del sistema respiratorio;Mujeres;Resto de PAÍSES;1
062-067 X.Enfermedades del sistema respiratorio;Mujeres;No consta;0
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Ambos sexos;Total de defunciones;647
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Ambos sexos;PAÍSES DE EUROPA;635
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Ambos sexos;Países de la UE-27;634
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Ambos sexos;Alemania;4
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Ambos sexos;Austria;0
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Ambos sexos;Bélgica;0
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Ambos sexos;Bulgaría;1
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Ambos sexos;Dinamarca;0
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Ambos sexos;España;619
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Ambos sexos;Finlandia;1
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Ambos sexos;Francia;0
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Ambos sexos;Irlanda;0
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Ambos sexos;Italia;1
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Ambos sexos;Países Bajos;0
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Ambos sexos;Polonia;0
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Ambos sexos;Portugal;0
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Ambos sexos;Reino Unido;3
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Ambos sexos;Rumanía;5
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Ambos sexos;Suecia;0
